type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,Longitud,Latitud,Profundidad
Feature,us20005d4q,3.6,"4 km NNE of Crescent, Oklahoma",2016-03-29 10:19:44.700,2020-03-20 01:10:12.081,,https://earthquake.usgs.gov/earthquakes/eventpage/us20005d4q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20005d4q&format=geojson,31.0,4.3,3.85,green,reviewed,0,213,us,20005d4q,",us20005d4q,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.94,70.0,mwr,earthquake,"M 3.6 - 4 km NNE of Crescent, Oklahoma",Point,"[-97.5725, 35.9888, 5.556]",-97.5725,35.9888,5.556
Feature,us20005d3n,4.2,"4 km NNE of Crescent, Oklahoma",2016-03-29 04:53:01.200,2020-08-25 22:34:55.918,,https://earthquake.usgs.gov/earthquakes/eventpage/us20005d3n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20005d3n&format=geojson,726.0,5.3,4.832,green,reviewed,0,656,us,20005d3n,",us20005d3n,atlas20160329045301,",",us,atlas,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",,,0.53,70.0,mwr,earthquake,"M 4.2 - 4 km NNE of Crescent, Oklahoma",Point,"[-97.5773, 35.99, 5.183]",-97.5773,35.99,5.183
Feature,us20005ct5,5.5,"103 km SSE of San Felipe, Mexico",2016-03-28 00:12:54.690,2022-05-03 17:43:27.750,,https://earthquake.usgs.gov/earthquakes/eventpage/us20005ct5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20005ct5&format=geojson,3.0,2.0,4.52,green,reviewed,0,466,us,20005ct5,",us20005ct5,gcmt20160328001255,iscgem608505446,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.95,0.94,107.0,mww,earthquake,"M 5.5 - 103 km SSE of San Felipe, Mexico",Point,"[-114.3078, 30.2073, 10]",-114.3078,30.2073,10.0
Feature,nn00536804,4.1,"2 km WNW of Walker Lake, Nevada",2016-03-22 10:00:45.356,2022-06-22 08:02:44.291,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00536804,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00536804&format=geojson,7.0,2.2,4.05,green,reviewed,0,260,nn,00536804,",nn00536804,nc72610905,us20005bp9,",",nn,nc,us,",",cap,dyfi,focal-mechanism,impact-text,losspager,moment-tensor,origin,phase-data,scitech-link,shakemap,",53.0,0.184,0.2403,57.31,ml,earthquake,"M 4.1 - 2 km WNW of Walker Lake, Nevada",Point,"[-118.7841, 38.6555, 10.9]",-118.7841,38.6555,10.9
Feature,nn00536374,4.3,"23 km ESE of Hawthorne, Nevada",2016-03-21 07:37:10.535,2022-09-24 00:36:08.816,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00536374,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00536374&format=geojson,1.0,1.0,3.99,green,reviewed,0,285,nn,00536374,",nn00536374,nc72610180,us20005bee,ci37538048,",",nn,nc,us,ci,",",cap,dyfi,focal-mechanism,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",61.0,0.05,0.2352,29.5,ml,earthquake,"M 4.3 - 23 km ESE of Hawthorne, Nevada",Point,"[-118.3662, 38.4792, 9.9]",-118.3662,38.4792,9.9
Feature,ci37534768,4.13,"17km ENE of Ojai, CA",2016-03-12 08:42:40.300,2022-06-22 08:01:46.987,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37534768,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37534768&format=geojson,861.0,4.1,4.53,green,reviewed,1,615,ci,37534768,",at00o3x472,ci37534768,us10004wzb,",",at,ci,us,",",cap,dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",85.0,0.09913,0.32,40.0,mw,earthquake,"M 4.1 - 17km ENE of Ojai, CA",Point,"[-119.0748333, 34.5216667, 19.3]",-119.0748333,34.5216667,19.3
Feature,us10004vsc,3.6,"17 km SE of Waynoka, Oklahoma",2016-03-07 00:43:36.400,2022-08-07 10:11:19.886,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004vsc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004vsc&format=geojson,14.0,5.1,4.42,green,reviewed,0,207,us,10004vsc,",us10004vsc,",",us,",",dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.72,187.0,mwr,earthquake,"M 3.6 - 17 km SE of Waynoka, Oklahoma",Point,"[-98.748, 36.471, 5.997]",-98.748,36.471,5.997
Feature,us10004u7w,3.9,"17 km SE of Waynoka, Oklahoma",2016-03-02 23:31:48.100,2016-05-06 23:34:24.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004u7w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004u7w&format=geojson,19.0,4.6,4.73,green,reviewed,0,243,us,10004u7w,",us10004u7w,",",us,",",dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.55,111.0,mwr,earthquake,"M 3.9 - 17 km SE of Waynoka, Oklahoma",Point,"[-98.742, 36.4751, 7.222]",-98.742,36.4751,7.222
Feature,uu60141627,3.77,"34 km N of Halls Crossing, Utah",2016-03-01 19:07:02.640,2022-06-16 09:00:12.831,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60141627,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60141627&format=geojson,1.0,2.0,2.87,green,reviewed,0,219,uu,60141627,",uu60141627,us10004tvx,",",uu,us,",",cap,dyfi,losspager,origin,phase-data,shakemap,",23.0,0.193,0.18,110.0,ml,earthquake,"M 3.8 - 34 km N of Halls Crossing, Utah",Point,"[-110.6365, 37.7636667, 14.51]",-110.6365,37.7636667,14.51
Feature,us10004t3j,3.8,"5 km WNW of Lucien, Oklahoma",2016-02-27 05:05:49.300,2016-05-06 23:34:15.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004t3j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004t3j&format=geojson,8.0,4.6,3.92,green,reviewed,0,226,us,10004t3j,",us10004t3j,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.44,52.0,mwr,earthquake,"M 3.8 - 5 km WNW of Lucien, Oklahoma",Point,"[-97.5192, 36.287, 6.114]",-97.5192,36.287,6.114
Feature,us10004t1f,4.0,"23 km SE of Kelly, Wyoming",2016-02-26 23:00:39.490,2016-08-27 21:15:58.064,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004t1f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004t1f&format=geojson,153.0,3.4,4.37,green,reviewed,0,298,us,10004t1f,",us10004t1f,mb80126714,",",us,mb,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.195,1.16,18.0,mwr,earthquake,"M 4.0 - 23 km SE of Kelly, Wyoming",Point,"[-110.3839, 43.5001, 5.49]",-110.3839,43.5001,5.49
Feature,us10004sk5,3.6,"6 km NW of Meridian, Oklahoma",2016-02-25 11:39:03.600,2020-03-20 01:08:36.183,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004sk5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004sk5&format=geojson,95.0,6.1,4.08,green,reviewed,0,257,us,10004sk5,",us10004sk5,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.29,55.0,mwr,earthquake,"M 3.6 - 6 km NW of Meridian, Oklahoma",Point,"[-97.3093, 35.8763, 7.862]",-97.3093,35.8763,7.862
Feature,ci37528064,4.87,"6km SSW of Wasco, CA",2016-02-24 00:02:23.630,2022-04-27 00:50:53.226,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37528064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37528064&format=geojson,2367.0,4.7,6.6,green,reviewed,1,835,ci,37528064,",at00o30yrz,ci37528064,us10004s7r,nc72596550,gcmt20160224000223,",",at,ci,us,nc,gcmt,",",cap,dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",84.0,0.295,0.29,37.0,mw,earthquake,"M 4.9 - 6km SSW of Wasco, CA",Point,"[-119.3728333, 35.5423333, 22.14]",-119.3728333,35.5423333,22.14
Feature,us10004ry9,3.7,"6 km E of Edmond, Oklahoma",2016-02-23 08:44:33.500,2020-03-20 01:07:37.685,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004ry9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004ry9&format=geojson,253.0,4.5,4.12,green,reviewed,0,324,us,10004ry9,",us10004ry9,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.66,36.0,mwr,earthquake,"M 3.7 - 6 km E of Edmond, Oklahoma",Point,"[-97.4049, 35.6645, 6.57]",-97.4049,35.6645,6.57
Feature,ci37527664,4.1,"8km WSW of Ludlow, CA",2016-02-23 03:19:52.940,2020-05-07 03:44:34.481,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37527664,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37527664&format=geojson,20.0,3.1,6.23,green,reviewed,0,265,ci,37527664,",ci37527664,us10004rx6,",",ci,us,",",cap,dyfi,focal-mechanism,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",94.0,0.07621,0.16,43.0,mw,earthquake,"M 4.1 - 8km WSW of Ludlow, CA",Point,"[-116.2428333, 34.6943333, 2.35]",-116.2428333,34.6943333,2.35
Feature,us10004raw,3.3,"25 km W of Coyanosa, Texas",2016-02-20 07:53:53.210,2016-05-03 23:44:13.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004raw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004raw&format=geojson,0.0,1.0,3.82,green,reviewed,0,168,us,10004raw,",us10004raw,",",us,",",dyfi,losspager,origin,phase-data,shakemap,",,1.817,0.98,67.0,mb_lg,earthquake,"M 3.3 - 25 km W of Coyanosa, Texas",Point,"[-103.3279, 31.2258, 3.19]",-103.3279,31.2258,3.19
Feature,ci37526424,4.31,"36km ENE of Lucerne Valley, CA",2016-02-20 06:13:20.330,2016-05-03 23:44:12.040,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37526424,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37526424&format=geojson,1287.0,4.8,6.4,green,reviewed,1,766,ci,37526424,",us10004ran,ci37526424,at00o2u1a7,",",us,ci,at,",",dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",153.0,0.03412,0.16,27.0,mw,earthquake,"M 4.3 - 36km ENE of Lucerne Valley, CA",Point,"[-116.6288333, 34.6098333, 6.7]",-116.6288333,34.6098333,6.7
Feature,nc72592705,4.31,"8 km S of Wilkerson, California",2016-02-16 23:27:31.020,2018-07-02 17:47:58.155,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72592705,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72592705&format=geojson,79.0,5.6,4.86,green,reviewed,0,330,nc,72592705,",nc72592705,nn00531816,us200050p7,",",nc,nn,us,",",cap,dyfi,focal-mechanism,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",54.0,0.1198,0.06,71.0,mw,earthquake,"M 4.3 - 8 km S of Wilkerson, California",Point,"[-118.3998333, 37.2023333, 15.08]",-118.3998333,37.2023333,15.08
Feature,nc72592670,4.77,"8 km S of Wilkerson, California",2016-02-16 23:04:26.910,2022-08-07 09:43:50.188,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72592670,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72592670&format=geojson,1711.0,4.1,5.64,green,reviewed,0,760,nc,72592670,",nc72592670,us200050nt,nn00531804,gcmt20160216230426,",",nc,us,nn,gcmt,",",cap,dyfi,focal-mechanism,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",52.0,0.118,0.07,104.0,mw,earthquake,"M 4.8 - 8 km S of Wilkerson, California",Point,"[-118.4035, 37.2023333, 15.06]",-118.4035,37.2023333,15.06
Feature,us20004zyf,4.0,"16 km SE of Waynoka, Oklahoma",2016-02-13 17:17:39.100,2020-03-20 01:03:36.884,,https://earthquake.usgs.gov/earthquakes/eventpage/us20004zyf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20004zyf&format=geojson,33.0,5.2,3.54,green,reviewed,0,263,us,20004zyf,",us20004zyf,",",us,",",cap,dyfi,impact-text,losspager,origin,phase-data,shakemap,",,,0.91,116.0,ml,earthquake,"M 4.0 - 16 km SE of Waynoka, Oklahoma",Point,"[-98.7392, 36.4812, 5]",-98.7392,36.4812,5.0
Feature,us20004zy8,5.1,"18 km SE of Waynoka, Oklahoma",2016-02-13 17:07:06.290,2022-05-03 19:07:31.004,,https://earthquake.usgs.gov/earthquakes/eventpage/us20004zy8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20004zy8&format=geojson,4049.0,6.8,6.742,green,reviewed,0,1080,us,20004zy8,",us20004zy8,gcmt20160213170706,iscgem611838838,atlas20160213170706,",",us,gcmt,iscgem,atlas,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",,0.218,1.09,17.0,mww,earthquake,"M 5.1 - 18 km SE of Waynoka, Oklahoma",Point,"[-98.709, 36.4898, 8.31]",-98.709,36.4898,8.31
Feature,us20004yg7,4.0,Colorado,2016-02-06 23:09:10.990,2022-08-07 09:25:23.365,,https://earthquake.usgs.gov/earthquakes/eventpage/us20004yg7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20004yg7&format=geojson,6.0,3.5,4.51,green,reviewed,0,248,us,20004yg7,",us20004yg7,",",us,",",cap,dyfi,impact-text,losspager,origin,phase-data,shakemap,",,0.439,0.92,56.0,mb,earthquake,M 4.0 - Colorado,Point,"[-104.957, 37.0868, 1.57]",-104.957,37.0868,1.57
Feature,us20004ye0,3.4,"4 km WNW of Medford, Oklahoma",2016-02-06 20:39:09.000,2022-08-07 09:23:47.373,,https://earthquake.usgs.gov/earthquakes/eventpage/us20004ye0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20004ye0&format=geojson,6.0,2.0,3.52,green,reviewed,0,179,us,20004ye0,",us20004ye0,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.64,50.0,mwr,earthquake,"M 3.4 - 4 km WNW of Medford, Oklahoma",Point,"[-97.7746, 36.8274, 5.834]",-97.7746,36.8274,5.834
Feature,mb80122004,4.33,"19 km E of Lincoln, Montana",2016-01-30 19:31:44.530,2022-08-07 09:09:20.704,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80122004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80122004&format=geojson,5.0,3.1,3.83,green,reviewed,0,290,mb,80122004,",mb80122004,us20004w2a,",",mb,us,",",cap,dyfi,impact-text,losspager,origin,phase-data,shakemap,trump-origin,",33.0,0.093,0.28,82.0,ml,earthquake,"M 4.3 - 19 km E of Lincoln, Montana",Point,"[-112.4205, 46.946, 1.56]",-112.4205,46.946,1.56
Feature,ci37299263,4.11,"8km WSW of Ludlow, CA",2016-01-24 15:32:16.360,2020-05-21 00:54:39.906,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37299263,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37299263&format=geojson,145.0,4.1,5.5,green,reviewed,0,319,ci,37299263,",ci37299263,us10004gu2,",",ci,us,",",cap,dyfi,focal-mechanism,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",44.0,0.07372,0.16,43.0,mw,earthquake,"M 4.1 - 8km WSW of Ludlow, CA",Point,"[-116.2391667, 34.6971667, 2.61]",-116.2391667,34.6971667,2.61
Feature,us10004fpc,3.8,"17 km ESE of Waynoka, Oklahoma",2016-01-19 20:45:57.700,2022-08-02 06:04:16.762,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004fpc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004fpc&format=geojson,13.0,3.4,3.87,green,reviewed,0,227,us,10004fpc,",us10004fpc,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.95,119.0,mwr,earthquake,"M 3.8 - 17 km ESE of Waynoka, Oklahoma",Point,"[-98.7135, 36.507, 7.478]",-98.7135,36.507,7.478
Feature,us10004fbz,4.1,Oklahoma,2016-01-18 12:55:56.900,2020-03-20 01:00:40.949,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004fbz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004fbz&format=geojson,27.0,3.4,4.08,green,reviewed,0,268,us,10004fbz,",us10004fbz,",",us,",",cap,dyfi,impact-text,losspager,origin,phase-data,shakemap,",,,0.57,91.0,ml,earthquake,M 4.1 - Oklahoma,Point,"[-98.4096, 36.2761, 8.309]",-98.4096,36.2761,8.309
Feature,uu60135917,4.24,"19 km WSW of Enterprise, Utah",2016-01-15 22:37:26.480,2021-05-05 21:04:22.600,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60135917,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60135917&format=geojson,10.0,3.1,5.13,green,reviewed,0,280,uu,60135917,",uu60135917,us10004ezb,nn00527050,",",uu,us,nn,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",21.0,0.07199,0.23,59.0,ml,earthquake,"M 4.2 - 19 km WSW of Enterprise, Utah",Point,"[-113.9216667, 37.5121667, 1.03]",-113.9216667,37.5121667,1.03
Feature,us10004eq5,3.5,"12 km W of Renfrow, Oklahoma",2016-01-14 23:15:31.900,2022-08-07 08:54:04.706,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004eq5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004eq5&format=geojson,14.0,3.8,3.84,green,reviewed,0,194,us,10004eq5,",us10004eq5,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.41,228.0,mwr,earthquake,"M 3.5 - 12 km W of Renfrow, Oklahoma",Point,"[-97.7972, 36.939, 2.351]",-97.7972,36.939,2.351
Feature,us10004cck,3.8,"16 km ESE of Waynoka, Oklahoma",2016-01-08 13:36:29.000,2022-08-02 04:01:14.750,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004cck,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004cck&format=geojson,4.0,3.4,3.71,green,reviewed,0,224,us,10004cck,",us10004cck,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.73,101.0,mwr,earthquake,"M 3.8 - 16 km ESE of Waynoka, Oklahoma",Point,"[-98.7184, 36.5137, 10.447]",-98.7184,36.5137,10.447
Feature,us10004c72,3.7,"17 km ESE of Waynoka, Oklahoma",2016-01-07 19:59:44.500,2020-03-20 00:58:41.398,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004c72,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004c72&format=geojson,41.0,4.8,4.19,green,reviewed,0,230,us,10004c72,",us10004c72,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.86,98.0,mwr,earthquake,"M 3.7 - 17 km ESE of Waynoka, Oklahoma",Point,"[-98.7108, 36.5024, 5]",-98.7108,36.5024,5.0
Feature,us10004c1m,4.4,"17 km SE of Waynoka, Oklahoma",2016-01-07 08:37:11.100,2022-08-02 03:33:04.010,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004c1m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004c1m&format=geojson,13.0,4.7,3.7,green,reviewed,0,304,us,10004c1m,",us10004c1m,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.6,95.0,mwr,earthquake,"M 4.4 - 17 km SE of Waynoka, Oklahoma",Point,"[-98.7342, 36.4754, 6.647]",-98.7342,36.4754,6.647
Feature,nc72574495,4.31,"30 km SW of Scotia, California",2016-01-07 05:49:52.430,2020-05-21 01:28:57.504,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72574495,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72574495&format=geojson,535.0,4.5,4.69,green,reviewed,1,527,nc,72574495,",at00o0kiv4,nc72574495,us10004bzs,",",at,nc,us,",",cap,dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",24.0,0.05856,0.14,213.0,mw,earthquake,"M 4.3 - 30 km SW of Scotia, California",Point,"[-124.3395, 40.2731667, 16.95]",-124.3395,40.2731667,16.95
Feature,us10004bz5,4.7,"16 km SE of Waynoka, Oklahoma",2016-01-07 04:27:57.600,2020-07-10 14:57:32.165,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004bz5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004bz5&format=geojson,2713.0,6.3,6.367,green,reviewed,0,970,us,10004bz5,",us10004bz5,gcmt20160107042757,",",us,gcmt,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.99,118.0,mww,earthquake,"M 4.7 - 16 km SE of Waynoka, Oklahoma",Point,"[-98.7254, 36.4955, 4.058]",-98.7254,36.4955,4.058
Feature,us10004bz1,4.4,"16 km SE of Waynoka, Oklahoma",2016-01-07 04:27:27.900,2020-03-20 00:57:11.838,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004bz1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004bz1&format=geojson,71.0,5.2,5.3,green,reviewed,0,335,us,10004bz1,",us10004bz1,atlas20160107042727,",",us,atlas,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.68,117.0,mwr,earthquake,"M 4.4 - 16 km SE of Waynoka, Oklahoma",Point,"[-98.7412, 36.486, 7.093]",-98.7412,36.486,7.093
Feature,ci37510616,4.39,"4km NNW of Banning, CA",2016-01-06 14:42:34.880,2020-05-21 00:58:48.907,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37510616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37510616&format=geojson,7859.0,5.8,6.4,green,reviewed,1,876,ci,37510616,",at00o0jcuy,ci37510616,us10004bun,",",at,ci,us,",",cap,dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",136.0,0.05405,0.18,12.0,mw,earthquake,"M 4.4 - 4km NNW of Banning, CA",Point,"[-116.8883333, 33.9585, 16.67]",-116.8883333,33.9585,16.67
Feature,us10004bpl,4.0,"16 km SE of Waynoka, Oklahoma",2016-01-06 06:19:25.300,2022-08-02 03:16:11.405,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004bpl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004bpl&format=geojson,16.0,3.9,3.52,green,reviewed,0,252,us,10004bpl,",us10004bpl,",",us,",",cap,dyfi,impact-text,losspager,origin,phase-data,shakemap,",,,1.08,117.0,ml,earthquake,"M 4.0 - 16 km SE of Waynoka, Oklahoma",Point,"[-98.7319, 36.4885, 9.409]",-98.7319,36.4885,9.409
Feature,nn00525194,4.1,"45 km E of Fort Bidwell, California",2016-01-03 15:35:23.944,2020-05-21 01:41:14.913,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00525194,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00525194&format=geojson,3.0,2.8,3.84,green,reviewed,0,259,nn,00525194,",nn00525194,us10004b15,",",nn,us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",8.0,0.168,0.2164,76.4,ml,earthquake,"M 4.1 - 45 km E of Fort Bidwell, California",Point,"[-119.6, 41.8685, 10.7]",-119.6,41.8685,10.7
Feature,nc72572665,4.44,"46 km SW of Ferndale, California",2016-01-02 05:11:46.620,2020-05-21 01:28:04.866,,https://earthquake.usgs.gov/earthquakes/eventpage/nc72572665,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc72572665&format=geojson,265.0,4.3,3.56,green,reviewed,1,417,nc,72572665,",at00o0b7rl,nc72572665,us10004aua,",",at,nc,us,",",cap,dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",52.0,0.3081,0.24,233.0,mw,earthquake,"M 4.4 - 46 km SW of Ferndale, California",Point,"[-124.6871667, 40.3083333, 14.67]",-124.6871667,40.3083333,14.67
Feature,us10004aqg,4.2,"6 km ENE of Edmond, Oklahoma",2016-01-01 11:39:39.800,2020-07-10 14:56:33.959,,https://earthquake.usgs.gov/earthquakes/eventpage/us10004aqg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10004aqg&format=geojson,815.0,5.4,5.765,green,reviewed,0,711,us,10004aqg,",us10004aqg,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,,0.81,49.0,mwr,earthquake,"M 4.2 - 6 km ENE of Edmond, Oklahoma",Point,"[-97.4065, 35.6688, 5.825]",-97.4065,35.6688,5.825
Feature,uw61114971,4.79,"12 km SE of North Saanich, Canada",2015-12-30 07:39:29.310,2021-02-22 21:56:20.232,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61114971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61114971&format=geojson,14268.0,4.7,4.44,green,reviewed,1,823,uw,61114971,",at00o05ult,uw61114971,us10004adm,",",at,uw,us,",",cap,dyfi,impact-link,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",27.0,0.1167,0.19,81.0,ml,earthquake,"M 4.8 - 12 km SE of North Saanich, Canada",Point,"[-123.3003333, 48.5865, 52.42]",-123.3003333,48.5865,52.42
Feature,ci37507576,4.4,"4km SSW of Devore, CA",2015-12-30 01:48:57.310,2020-07-09 21:43:52.327,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37507576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37507576&format=geojson,7475.0,5.1,5.009,green,reviewed,1,808,ci,37507576,",ci37507576,at00o05edk,us10004ac5,atlas20151230014857,",",ci,at,us,atlas,",",cap,dyfi,focal-mechanism,impact-link,impact-text,losspager,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",173.0,0.08052,0.25,23.0,mw,earthquake,"M 4.4 - 4km SSW of Devore, CA",Point,"[-117.4131667, 34.191, 6.98]",-117.4131667,34.191,6.98
