type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates,Longitud,Latitud,Profundidad
Feature,us2000b1v8,6.2,"259 km ESE of Ishinomaki, Japan",2017-10-06 07:59:32.880,2022-05-03 19:00:56.520,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b1v8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000b1v8&format=geojson,115.0,5.0,3.01,green,reviewed,0,649,us,2000b1v8,",us2000b1v8,iscgem611835038,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.588,0.88,32.0,mww,earthquake,"M 6.2 - 259 km ESE of Ishinomaki, Japan",Point,"[144.0201, 37.5033, 9]",144.0201,37.5033,9.0
Feature,us2000avvw,5.5,"Bonin Islands, Japan region",2017-09-28 11:29:45.700,2022-05-03 19:59:50.140,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000avvw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000avvw&format=geojson,,,2.67,green,reviewed,0,465,us,2000avvw,",us2000avvw,iscgem617442622,",",us,iscgem,",",losspager,moment-tensor,origin,phase-data,shakemap,",,2.235,1.01,27.0,mww,earthquake,"M 5.5 - Bonin Islands, Japan region",Point,"[140.5324, 28.7941, 10]",140.5324,28.7941,10.0
Feature,us2000av31,5.8,"73 km ESE of Hachinohe, Japan",2017-09-26 20:22:11.640,2022-08-07 18:45:40.439,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000av31,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000av31&format=geojson,45.0,5.8,3.898,green,reviewed,0,544,us,2000av31,",us2000av31,iscgem611834966,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.074,0.71,15.0,mww,earthquake,"M 5.8 - 73 km ESE of Hachinohe, Japan",Point,"[142.3424, 40.335, 37]",142.3424,40.335,37.0
Feature,us2000arxv,6.1,"282 km ESE of Kamaishi, Japan",2017-09-20 16:37:16.360,2022-05-03 18:37:19.819,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000arxv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000arxv&format=geojson,103.0,3.4,2.88,green,reviewed,0,607,us,2000arxv,",us2000arxv,iscgem611004097,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.062,0.78,18.0,mww,earthquake,"M 6.1 - 282 km ESE of Kamaishi, Japan",Point,"[144.6601, 37.9814, 11]",144.6601,37.9814,11.0
Feature,us2000aj8s,5.5,"75 km SE of Shizunai-furukawach?, Japan",2017-09-10 08:44:24.540,2022-08-07 17:00:28.374,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000aj8s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000aj8s&format=geojson,14.0,3.7,3.717,green,reviewed,0,471,us,2000aj8s,",us2000aj8s,iscgem610967314,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.305,0.91,73.0,mww,earthquake,"M 5.5 - 75 km SE of Shizunai-furukawach?, Japan",Point,"[142.8932, 41.7813, 45]",142.8932,41.7813,45.0
Feature,us2000ahlq,6.1,"Bonin Islands, Japan region",2017-09-07 17:26:49.320,2022-08-07 16:43:34.777,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000ahlq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000ahlq&format=geojson,8.0,3.1,2.28,green,reviewed,0,575,us,2000ahlq,",us2000ahlq,iscgem616640353,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.223,1.15,20.0,mww,earthquake,"M 6.1 - Bonin Islands, Japan region",Point,"[139.8041, 27.7829, 451]",139.8041,27.7829,451.0
Feature,us2000aert,6.3,"21 km ENE of S?ngjibaegam, North Korea",2017-09-03 03:30:01.760,2022-08-07 16:22:39.738,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000aert,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000aert&format=geojson,44.0,7.8,5.85,green,reviewed,0,645,us,2000aert,",us2000aert,",",us,",",dyfi,general-header,impact-text,losspager,origin,phase-data,poster,shakemap,",,3.309,0.83,10.0,mb,nuclear explosion,"M 6.3 Nuclear Explosion - 21 km ENE of S?ngjibaegam, North Korea",Point,"[129.0297, 41.3324, 0]",129.0297,41.3324,0.0
Feature,us2000a8qf,5.7,"158 km WNW of Naze, Japan",2017-08-16 12:51:25.870,2022-08-07 14:55:15.987,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a8qf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000a8qf&format=geojson,23.0,3.1,3.2,green,reviewed,0,507,us,2000a8qf,",us2000a8qf,iscgem610925381,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.86,1.14,29.0,mww,earthquake,"M 5.7 - 158 km WNW of Naze, Japan",Point,"[127.9007, 28.6737, 198]",127.9007,28.6737,198.0
Feature,us2000a18e,6.0,"176 km SSE of Naze, Japan",2017-07-26 10:32:57.430,2022-08-07 12:58:52.186,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a18e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000a18e&format=geojson,9.0,3.1,3.22,green,reviewed,0,557,us,2000a18e,",us2000a18e,iscgem616640161,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.422,0.71,24.0,mww,earthquake,"M 6.0 - 176 km SSE of Naze, Japan",Point,"[130.1836, 26.8975, 12]",130.1836,26.8975,12.0
Feature,us2000a02t,5.6,"139 km ENE of Miyako, Japan",2017-07-23 15:35:40.930,2022-08-07 12:40:14.344,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a02t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000a02t&format=geojson,3.0,4.8,3.45,green,reviewed,0,484,us,2000a02t,",us2000a02t,iscgem610792672,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.99,0.65,101.0,mww,earthquake,"M 5.6 - 139 km ENE of Miyako, Japan",Point,"[143.4878, 40.0387, 10]",143.4878,40.0387,10.0
Feature,us20009yb7,5.8,"52 km E of Namie, Japan",2017-07-20 00:11:24.830,2022-08-07 12:18:39.641,,https://earthquake.usgs.gov/earthquakes/eventpage/us20009yb7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20009yb7&format=geojson,112.0,4.1,3.866,green,reviewed,0,563,us,20009yb7,",us20009yb7,iscgem611834414,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.776,0.7,39.0,mww,earthquake,"M 5.8 - 52 km E of Namie, Japan",Point,"[141.5859, 37.417, 31]",141.5859,37.417,31.0
Feature,us20009vsi,5.9,"179 km ESE of Hoemul-li, North Korea",2017-07-12 19:48:07.810,2022-05-03 18:33:31.530,,https://earthquake.usgs.gov/earthquakes/eventpage/us20009vsi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20009vsi&format=geojson,6.0,2.5,2.15,green,reviewed,0,537,us,20009vsi,",us20009vsi,iscgem610781336,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.35,1.02,25.0,mww,earthquake,"M 5.9 - 179 km ESE of Hoemul-li, North Korea",Point,"[131.6637, 40.8551, 545]",131.6637,40.8551,545.0
Feature,us20009q32,5.5,"92 km E of Shikotan, Russia",2017-06-28 12:07:32.050,2022-05-03 19:43:24.537,,https://earthquake.usgs.gov/earthquakes/eventpage/us20009q32,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20009q32&format=geojson,,,3.69,green,reviewed,0,465,us,20009q32,",us20009q32,iscgem614866677,",",us,iscgem,",",losspager,moment-tensor,origin,phase-data,shakemap,",,3.827,0.72,29.0,mww,earthquake,"M 5.5 - 92 km E of Shikotan, Russia",Point,"[147.8746, 43.798, 61]",147.8746,43.798,61.0
Feature,us10008u48,5.5,"81 km E of Shikotan, Russia",2017-05-22 11:00:57.960,2022-05-03 18:59:32.674,,https://earthquake.usgs.gov/earthquakes/eventpage/us10008u48,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008u48&format=geojson,2.0,4.3,3.79,green,reviewed,0,466,us,10008u48,",us10008u48,iscgem611833954,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,3.702,0.77,58.0,mww,earthquake,"M 5.5 - 81 km E of Shikotan, Russia",Point,"[147.7194, 43.9238, 54]",147.7194,43.9238,54.0
Feature,us10008si3,5.5,"138 km SSE of Naze, Japan",2017-05-15 07:05:36.120,2022-05-03 18:59:25.308,,https://earthquake.usgs.gov/earthquakes/eventpage/us10008si3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008si3&format=geojson,7.0,2.9,3.13,green,reviewed,0,467,us,10008si3,",us10008si3,iscgem611833895,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.627,0.94,12.0,mww,earthquake,"M 5.5 - 138 km SSE of Naze, Japan",Point,"[130.0442, 27.2254, 10]",130.0442,27.2254,10.0
Feature,us10008qnw,6.0,"110 km ESE of Hirara, Japan",2017-05-09 01:54:14.550,2022-05-03 18:26:44.563,,https://earthquake.usgs.gov/earthquakes/eventpage/us10008qnw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008qnw&format=geojson,4.0,3.8,4.08,green,reviewed,0,555,us,10008qnw,",us10008qnw,iscgem610618206,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.959,0.83,42.0,mww,earthquake,"M 6.0 - 110 km ESE of Hirara, Japan",Point,"[126.3174, 24.45, 10]",126.3174,24.45,10.0
Feature,us10008m0g,5.7,"40 km ENE of Nishinoomote, Japan",2017-04-29 12:32:34.130,2022-05-03 18:25:29.848,,https://earthquake.usgs.gov/earthquakes/eventpage/us10008m0g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008m0g&format=geojson,6.0,3.8,4.376,green,reviewed,0,502,us,10008m0g,",us10008m0g,iscgem610589443,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,1.076,0.83,28.0,mww,earthquake,"M 5.7 - 40 km ENE of Nishinoomote, Japan",Point,"[131.4147, 30.815, 31]",131.4147,30.815,31.0
Feature,us10008j80,5.1,"111 km SE of Kuril’sk, Russia",2017-04-20 11:41:26.280,2017-07-11 01:48:38.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us10008j80,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10008j80&format=geojson,2.0,3.4,3.35,green,reviewed,0,401,us,10008j80,",us10008j80,",",us,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,4.415,0.83,93.0,mww,earthquake,"M 5.1 - 111 km SE of Kuril’sk, Russia",Point,"[148.7261, 44.4208, 63.27]",148.7261,44.4208,63.27
Feature,us20008v4y,5.1,"175 km W of Kamiiso, Japan",2017-03-27 22:31:21.050,2017-06-16 23:07:59.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008v4y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008v4y&format=geojson,,,3.1,green,reviewed,0,400,us,20008v4y,",us20008v4y,",",us,",",losspager,moment-tensor,origin,phase-data,shakemap,",,2.268,0.79,34.0,mww,earthquake,"M 5.1 - 175 km W of Kamiiso, Japan",Point,"[138.5495, 42.0424, 5.19]",138.5495,42.0424,5.19
Feature,us100087h5,5.7,"62 km ENE of Mutsu, Japan",2017-03-07 16:08:19.040,2022-05-03 19:53:21.852,,https://earthquake.usgs.gov/earthquakes/eventpage/us100087h5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us100087h5&format=geojson,5.0,3.4,3.888,green,reviewed,0,502,us,100087h5,",us100087h5,iscgem616203825,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.961,0.56,108.0,mww,earthquake,"M 5.7 - 62 km ENE of Mutsu, Japan",Point,"[141.9022, 41.5149, 56]",141.9022,41.5149,56.0
Feature,us20008mw4,5.7,"30 km ENE of Namie, Japan",2017-02-28 07:49:02.860,2022-05-03 18:11:42.417,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008mw4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008mw4&format=geojson,100.0,5.4,4.203,green,reviewed,0,554,us,20008mw4,",us20008mw4,iscgem610241802,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,0.527,1.03,52.0,mww,earthquake,"M 5.7 - 30 km ENE of Namie, Japan",Point,"[141.3347, 37.5666, 47]",141.3347,37.5666,47.0
Feature,us20008ks7,5.4,"10 km SW of Hasaki, Japan",2017-02-19 09:19:31.080,2022-05-03 19:38:34.615,,https://earthquake.usgs.gov/earthquakes/eventpage/us20008ks7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20008ks7&format=geojson,127.0,4.6,4.19,green,reviewed,0,507,us,20008ks7,",us20008ks7,iscgem614137695,",",us,iscgem,",",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,2.202,1.27,82.0,mww,earthquake,"M 5.4 - 10 km SW of Hasaki, Japan",Point,"[140.7523, 35.6621, 42]",140.7523,35.6621,42.0
Feature,us10007py4,5.3,"39 km ENE of Iwaki, Japan",2017-01-04 17:53:20.710,2022-05-03 19:38:29.495,,https://earthquake.usgs.gov/earthquakes/eventpage/us10007py4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10007py4&format=geojson,69.0,4.3,4.26,green,reviewed,0,462,us,10007py4,",us10007py4,iscgem614095170,",",us,iscgem,",",dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.828,0.94,17.0,mww,earthquake,"M 5.3 - 39 km ENE of Iwaki, Japan",Point,"[141.3125, 37.1515, 10]",141.3125,37.1515,10.0
Feature,us10007ntd,5.1,"42 km ESE of Namie, Japan",2016-12-30 20:08:26.820,2022-05-03 19:38:28.321,,https://earthquake.usgs.gov/earthquakes/eventpage/us10007ntd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10007ntd&format=geojson,19.0,6.0,3.83,green,reviewed,0,412,us,10007ntd,",us10007ntd,iscgem614084983,",",us,iscgem,",",dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.726,0.93,55.0,mww,earthquake,"M 5.1 - 42 km ESE of Namie, Japan",Point,"[141.459, 37.3732, 9.09]",141.459,37.3732,9.09
Feature,us10007naf,5.9,"13 km NE of Daigo, Japan",2016-12-28 12:38:49.650,2022-05-03 18:56:40.398,,https://earthquake.usgs.gov/earthquakes/eventpage/us10007naf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10007naf&format=geojson,178.0,7.5,7.175,green,reviewed,0,669,us,10007naf,",us10007naf,iscgem611831424,",",us,iscgem,",",dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.044,0.91,33.0,mww,earthquake,"M 5.9 - 13 km NE of Daigo, Japan",Point,"[140.4421, 36.8604, 7]",140.4421,36.8604,7.0
Feature,us200082kx,5.1,"50 km E of Namie, Japan",2016-12-19 16:41:12.080,2017-03-16 02:31:29.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us200082kx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us200082kx&format=geojson,11.0,2.7,3.69,green,reviewed,0,403,us,200082kx,",us200082kx,",",us,",",dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.771,0.61,62.0,mww,earthquake,"M 5.1 - 50 km E of Namie, Japan",Point,"[141.5612, 37.3989, 10]",141.5612,37.3989,10.0
Feature,us10007bwb,5.9,"41 km SE of Namie, Japan",2016-11-23 21:23:36.900,2022-05-03 19:49:48.715,,https://earthquake.usgs.gov/earthquakes/eventpage/us10007bwb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10007bwb&format=geojson,92.0,5.4,4.939,green,reviewed,0,585,us,10007bwb,",us10007bwb,iscgem615065010,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.778,0.82,28.0,mww,earthquake,"M 5.9 - 41 km SE of Namie, Japan",Point,"[141.3209, 37.2143, 9]",141.3209,37.2143,9.0
Feature,us10007br5,5.8,"Bonin Islands, Japan region",2016-11-23 09:59:57.210,2022-05-03 19:49:47.034,,https://earthquake.usgs.gov/earthquakes/eventpage/us10007br5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10007br5&format=geojson,2.0,2.7,2.16,green,reviewed,0,518,us,10007br5,",us10007br5,iscgem615063301,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.926,0.75,18.0,mww,earthquake,"M 5.8 - Bonin Islands, Japan region",Point,"[140.025, 27.1773, 481]",140.025,27.1773,481.0
Feature,us10007b88,6.9,"35 km ESE of Namie, Japan",2016-11-21 20:59:49.270,2022-10-24 18:57:34.065,,https://earthquake.usgs.gov/earthquakes/eventpage/us10007b88,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10007b88&format=geojson,478.0,8.6,6.298,green,reviewed,1,1144,us,10007b88,",pt16326050,at00oh0fnm,us10007b88,iscgem615057144,",",pt,at,us,iscgem,",",cap,dyfi,impact-link,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.671,0.77,10.0,mww,earthquake,"M 6.9 - 35 km ESE of Namie, Japan",Point,"[141.387, 37.3931, 9]",141.387,37.3931,9.0
Feature,us1000770m,6.1,"24 km ENE of Ishinomaki, Japan",2016-11-11 21:42:59.650,2022-05-03 19:47:15.548,,https://earthquake.usgs.gov/earthquakes/eventpage/us1000770m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000770m&format=geojson,79.0,5.4,5.12,green,reviewed,0,615,us,1000770m,",us1000770m,iscgem615029562,",",us,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.876,1.05,22.0,mww,earthquake,"M 6.1 - 24 km ENE of Ishinomaki, Japan",Point,"[141.5658, 38.4973, 42.4]",141.5658,38.4973,42.4
Feature,us20007g96,5.9,"114 km ENE of Shikotan, Russia",2016-10-23 20:25:26.670,2022-05-03 18:55:44.428,,https://earthquake.usgs.gov/earthquakes/eventpage/us20007g96,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20007g96&format=geojson,1.0,4.3,3.87,green,reviewed,0,536,us,20007g96,",us20007g96,gcmt20161023202527,iscgem611830865,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,3.971,0.88,34.0,mww,earthquake,"M 5.9 - 114 km ENE of Shikotan, Russia",Point,"[148.1035, 44.0505, 29]",148.1035,44.0505,29.0
Feature,usd0007jx3,5.7,"Bonin Islands, Japan region",2016-10-04 14:00:47.100,2022-05-03 18:55:27.412,,https://earthquake.usgs.gov/earthquakes/eventpage/usd0007jx3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usd0007jx3&format=geojson,,,4.3,green,reviewed,0,500,us,d0007jx3,",usd0007jx3,gcmt20161004140046,iscgem611830747,",",us,gcmt,iscgem,",",cap,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.783,0.85,16.0,mww,earthquake,"M 5.7 - Bonin Islands, Japan region",Point,"[141.9442, 27.8519, 35]",141.9442,27.8519,35.0
Feature,us10006sp7,5.7,"110 km NNE of Nago, Japan",2016-09-26 05:19:58.220,2022-05-03 18:00:33.302,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006sp7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006sp7&format=geojson,80.0,5.8,4.28,green,reviewed,0,546,us,10006sp7,",us10006sp7,gcmt20160926051958,iscgem609563245,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.682,0.93,28.0,mww,earthquake,"M 5.7 - 110 km NNE of Nago, Japan",Point,"[128.578, 27.4646, 38]",128.578,27.4646,38.0
Feature,us10006rte,6.2,"142 km ESE of Katsuura, Japan",2016-09-23 00:14:34.700,2022-05-03 18:55:17.930,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006rte,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006rte&format=geojson,24.0,3.9,3.96,green,reviewed,0,601,us,10006rte,",us10006rte,gcmt20160923001434,iscgem611830660,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.376,0.83,17.0,mww,earthquake,"M 6.2 - 142 km ESE of Katsuura, Japan",Point,"[141.6368, 34.4619, 10]",141.6368,34.4619,10.0
Feature,us10006r42,6.1,"Izu Islands, Japan region",2016-09-20 16:21:16.550,2022-05-03 18:55:08.471,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006r42,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006r42&format=geojson,1.0,2.2,3.23,green,reviewed,0,573,us,10006r42,",us10006r42,gcmt20160920162116,iscgem611830623,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,3.225,0.49,19.0,mww,earthquake,"M 6.1 - Izu Islands, Japan region",Point,"[142.0478, 30.5017, 9]",142.0478,30.5017,9.0
Feature,us20006ty8,5.9,"Izu Islands, Japan region",2016-08-25 17:04:43.270,2022-05-03 18:54:26.371,,https://earthquake.usgs.gov/earthquakes/eventpage/us20006ty8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20006ty8&format=geojson,4.0,3.1,0.0,green,reviewed,0,537,us,20006ty8,",us20006ty8,gcmt20160825170443,iscgem611830435,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,2.988,0.73,47.0,mww,earthquake,"M 5.9 - Izu Islands, Japan region",Point,"[137.8537, 30.6141, 456]",137.8537,30.6141,456.0
Feature,us10006fq7,5.6,"Izu Islands, Japan region",2016-08-22 09:33:07.800,2022-05-03 17:57:45.582,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006fq7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006fq7&format=geojson,1.0,2.0,2.0,green,reviewed,0,483,us,10006fq7,",us10006fq7,gcmt20160822093308,iscgem609374974,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,3.275,1.15,34.0,mww,earthquake,"M 5.6 - Izu Islands, Japan region",Point,"[139.1356, 29.8814, 391]",139.1356,29.8814,391.0
Feature,us10006ffg,5.8,"169 km ENE of Miyako, Japan",2016-08-20 15:58:04.590,2022-05-03 17:57:39.047,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006ffg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006ffg&format=geojson,6.0,2.2,3.46,green,reviewed,0,519,us,10006ffg,",us10006ffg,gcmt20160820155804,iscgem609371194,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.753,0.89,106.0,mww,earthquake,"M 5.8 - 169 km ENE of Miyako, Japan",Point,"[143.7281, 40.3135, 11]",143.7281,40.3135,11.0
Feature,us10006fdp,6.0,"170 km ENE of Miyako, Japan",2016-08-20 09:01:26.210,2022-05-03 17:57:37.849,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006fdp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006fdp&format=geojson,7.0,2.2,3.65,green,reviewed,0,555,us,10006fdp,",us10006fdp,gcmt20160820090126,iscgem609370653,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.666,0.59,36.0,mww,earthquake,"M 6.0 - 170 km ENE of Miyako, Japan",Point,"[143.6796, 40.3942, 10]",143.6796,40.3942,10.0
Feature,us10006dvd,5.6,"64 km E of Namie, Japan",2016-08-15 07:04:41.020,2022-05-03 17:57:28.461,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006dvd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006dvd&format=geojson,55.0,4.3,4.08,green,reviewed,0,506,us,10006dvd,",us10006dvd,gcmt20160815070441,iscgem609351126,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.868,0.97,13.0,mww,earthquake,"M 5.6 - 64 km E of Namie, Japan",Point,"[141.7203, 37.4115, 33]",141.7203,37.4115,33.0
Feature,us10006a2k,6.3,"Volcano Islands, Japan region",2016-08-04 16:24:33.530,2022-05-03 18:53:51.161,,https://earthquake.usgs.gov/earthquakes/eventpage/us10006a2k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us10006a2k&format=geojson,,,2.44,green,reviewed,0,611,us,10006a2k,",us10006a2k,gcmt20160804162434,iscgem611830288,",",us,gcmt,iscgem,",",cap,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,2.147,0.77,13.0,mww,earthquake,"M 6.3 - Volcano Islands, Japan region",Point,"[142.0141, 24.9447, 510]",142.0141,24.9447,510.0
Feature,us20006hg4,5.2,"72 km E of Nago, Japan",2016-07-25 15:11:54.520,2016-09-24 22:47:19.040,,https://earthquake.usgs.gov/earthquakes/eventpage/us20006hg4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us20006hg4&format=geojson,21.0,3.4,3.71,green,reviewed,0,423,us,20006hg4,",us20006hg4,",",us,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,0.504,0.65,53.0,mww,earthquake,"M 5.2 - 72 km E of Nago, Japan",Point,"[128.702, 26.5081, 21]",128.702,26.5081,21.0
Feature,us2000671z,5.7,"119 km E of Iwaki, Japan",2016-06-26 22:57:06.150,2022-05-03 17:51:53.897,,https://earthquake.usgs.gov/earthquakes/eventpage/us2000671z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000671z&format=geojson,24.0,3.4,3.78,green,reviewed,0,508,us,2000671z,",us2000671z,gcmt20160626225708,iscgem609063367,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.434,0.86,52.0,mww,earthquake,"M 5.7 - 119 km E of Iwaki, Japan",Point,"[142.2226, 36.9968, 12.82]",142.2226,36.9968,12.82
Feature,us200064bj,5.6,"170 km SSE of Naze, Japan",2016-06-14 15:01:56.850,2022-08-03 01:48:35.954,,https://earthquake.usgs.gov/earthquakes/eventpage/us200064bj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us200064bj&format=geojson,1.0,2.2,3.26,green,reviewed,0,483,us,200064bj,",us200064bj,gcmt20160614150156,iscgem609023328,",",us,gcmt,iscgem,",",cap,dyfi,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",,1.72,0.58,61.0,mww,earthquake,"M 5.6 - 170 km SSE of Naze, Japan",Point,"[130.1941, 26.9601, 5.39]",130.1941,26.9601,5.39
