id,mag,place,time,updated,cdi,status,tsunami,sig,ids,nst,dmin,rms,gap,Longitud,Latitud,profundidad
us6000a9rn,2.9,"47 km NW of Toyah, Texas",2020-06-11 07:15:56.301,2020-08-22 19:14:43.040,,reviewed,0,129,",us6000a9rn,",43.0,0.28,0.44,55.0,-104.1906,31.5748,5.0
ci39474184,2.68,"21km S of Port Hueneme, CA",2020-06-11 06:27:02.580,2020-10-19 15:31:32.835,3.4,reviewed,0,113,",ci39474184,us6000a9r1,",50.0,0.148,0.24,162.0,-119.1975,33.9613333,10.92
us6000a9qv,2.5,southern Idaho,2020-06-11 06:12:16.263,2020-08-22 19:14:43.040,,reviewed,0,96,",mb80434969,us6000a9qv,",43.0,0.864,0.33,76.0,-115.0231,44.3063,12.68
nn00746898,3.2,"31 km SE of Mina, Nevada",2020-06-11 06:06:38.026,2020-08-22 19:14:43.040,2.0,reviewed,0,158,",nn00746898,us6000a9qt,",30.0,0.022,0.1136,46.09,-117.8989,38.1613,7.9
nn00746900,2.8,"40 km ESE of Mina, Nevada",2020-06-11 06:06:24.117,2020-06-11 07:09:27.308,,reviewed,0,121,",nn00746900,",22.0,0.039,0.1219,108.5,-117.7259,38.1922,9.8
nn00746883,2.5,"27 km SSE of Mina, Nevada",2020-06-11 05:32:52.205,2020-08-22 19:14:43.040,,reviewed,0,96,",us6000a9qi,nn00746883,",28.0,0.017,0.172,61.99,-118.0372,38.1486,2.0
nn00746871,2.7,"27 km SSE of Mina, Nevada",2020-06-11 05:10:46.837,2020-08-22 19:14:43.040,,reviewed,0,112,",us6000a9q9,nn00746871,",29.0,0.017,0.1708,57.25,-118.0341,38.1504,1.8
ci39473968,3.62,"23km ESE of Little Lake, CA",2020-06-11 04:14:12.590,2020-08-22 19:14:43.040,3.1,reviewed,0,212,",ci39473968,us6000a9pv,",64.0,0.071,0.16,23.0,-117.6818333,35.8353333,7.81
nc73406791,2.59,"2km WSW of Anderson Springs, CA",2020-06-11 03:39:31.330,2020-08-22 19:14:43.040,4.9,reviewed,0,104,",nc73406791,us6000a9ph,",72.0,0.011,0.08,35.0,-122.7138333,38.7695,1.86
ci39473904,2.76,"7km SSW of Cabazon, CA",2020-06-11 03:11:05.400,2020-08-22 19:14:43.040,3.0,reviewed,0,125,",ci39473904,us6000a9p7,",140.0,0.024,0.2,16.0,-116.8023333,33.8576667,13.82
ok2020lkfg,2.53,"6 km N of Ames, Oklahoma",2020-06-11 02:54:49.810,2020-08-22 19:14:43.040,2.0,reviewed,0,99,",ok2020lkfg,us6000a9p1,",68.0,0.0,0.2,68.0,-98.18666667,36.30216667,7.9
nn00746745,3.4,"29 km SSE of Mina, Nevada",2020-06-11 00:04:12.050,2020-08-22 19:14:43.040,,reviewed,0,178,",us6000a9lz,nn00746745,",28.0,0.015,0.1668,44.47,-117.9521,38.1527,8.8
nn00746728,3.4,"31 km SE of Mina, Nevada",2020-06-10 23:03:18.268,2020-08-22 19:14:42.040,,reviewed,0,178,",us6000a9lc,nn00746728,",32.0,0.017,0.1381,46.59,-117.8878,38.172,7.6
nn00746699,3.1,"31 km SE of Mina, Nevada",2020-06-10 22:09:05.752,2020-08-22 19:14:42.040,2.2,reviewed,0,148,",nn00746699,us6000a9ks,",33.0,0.018,0.148,47.19,-117.8721,38.1803,10.4
us6000a9k2,2.5,"4 km NNE of Stanley, Idaho",2020-06-10 20:55:10.105,2020-08-22 19:14:42.040,,reviewed,0,96,",mb80434824,us6000a9k2,",43.0,0.776,0.4,66.0,-114.9079,44.2521,10.0
nn00746615,2.5,"28 km S of Mina, Nevada",2020-06-10 16:48:56.165,2020-08-22 19:14:42.040,,reviewed,0,96,",us6000a9dw,nn00746615,",28.0,0.027,0.1631,58.94,-118.0704,38.1377,2.3
us6000a9c3,2.5,"10 km NW of Goldsmith, Texas",2020-06-10 15:24:23.380,2020-08-22 19:14:42.040,,reviewed,0,96,",us6000a9c3,",43.0,0.158,0.56,43.0,-102.7072,32.0361,5.0
us6000a9br,2.8,"5 km WNW of Tsaile, Arizona",2020-06-10 14:55:10.173,2020-08-22 19:14:42.040,,reviewed,0,121,",us6000a9br,",43.0,1.077,0.82,67.0,-109.2771,36.3242,13.95
us6000a9bg,2.8,"13 km WNW of Stanley, Idaho",2020-06-10 14:30:59.021,2020-08-22 19:14:42.040,,reviewed,0,121,",mb80434734,us6000a9bg,",43.0,0.853,0.73,68.0,-115.0986,44.2578,12.36
nc73406336,3.27,"8km SW of Tres Pinos, CA",2020-06-10 13:25:46.400,2020-08-22 19:14:42.040,3.6,reviewed,0,191,",nc73406336,us6000a9ai,",72.0,0.068,0.13,59.0,-121.3758333,36.728,2.26
us6000a97d,2.7,"11 km NW of Stanley, Idaho",2020-06-10 09:04:42.256,2020-08-22 19:14:41.040,,reviewed,0,112,",mb80434639,us6000a97d,",43.0,0.858,0.85,65.0,-115.0301,44.2971,10.0
ci39472648,2.62,"20km E of Ocotillo, CA",2020-06-10 08:40:19.110,2021-08-12 19:44:27.580,,reviewed,0,106,",ci39472648,us6000a975,",48.0,0.077,0.26,48.0,-115.7788333,32.7125,7.56
us6000a96z,2.9,"11 km NW of Stanley, Idaho",2020-06-10 08:22:41.647,2020-08-22 19:14:41.040,,reviewed,0,129,",mb80434634,us6000a96z,",43.0,0.853,0.98,49.0,-115.0402,44.2862,11.38
us6000a96n,2.6,"14 km NW of Stanley, Idaho",2020-06-10 07:53:07.225,2020-08-22 19:14:41.040,,reviewed,0,104,",mb80434619,us6000a96n,",43.0,0.885,1.32,56.0,-115.0613,44.3145,10.28
us6000a96k,2.5,"36 km NW of Stanley, Idaho",2020-06-10 07:47:09.967,2020-08-22 19:14:41.040,,reviewed,0,96,",mb80434614,us6000a96k,",43.0,0.831,0.84,63.0,-115.1999,44.4825,5.78
nn00746288,3.2,"37 km SE of Mina, Nevada",2020-06-10 04:34:49.628,2020-08-22 19:14:41.040,3.1,reviewed,0,158,",nn00746288,us6000a93l,",35.0,0.028,0.1659,47.8,-117.7553,38.201,8.3
nn00746090,3.4,"30 km SE of Mina, Nevada",2020-06-09 22:40:13.916,2020-08-18 17:59:11.040,2.7,reviewed,0,178,",nn00746090,us6000a8yv,",31.0,0.024,0.166,38.71,-117.8888,38.1821,5.3
us6000a8yi,2.5,"57 km NW of Toyah, Texas",2020-06-09 22:00:20.872,2020-08-18 17:59:11.040,,reviewed,0,96,",us6000a8yi,",43.0,0.141,0.87,58.0,-104.2714,31.6343,5.0
us6000a9kc,2.5,"13 km NW of Stanley, Idaho",2020-06-09 16:23:11.432,2020-08-18 17:59:10.040,,reviewed,0,96,",mb80434274,us6000a9kc,",43.0,0.865,0.91,66.0,-115.0723,44.2856,10.0
us6000a8l0,2.5,"10 km NNW of Stanley, Idaho",2020-06-09 15:44:09.033,2020-08-18 17:59:10.040,,reviewed,0,96,",mb80434259,us6000a8l0,",43.0,0.849,1.17,72.0,-114.9799,44.3073,10.0
nn00745878,2.5,"26 km SSE of Mina, Nevada",2020-06-09 15:08:01.283,2020-08-18 17:59:10.040,,reviewed,0,96,",us6000a8jt,nn00745878,",27.0,0.011,0.1554,104.47,-118.0404,38.1536,1.7
us6000a8j3,3.0,"9 km WNW of Stanley, Idaho",2020-06-09 14:49:01.315,2020-08-18 17:59:10.040,2.2,reviewed,0,139,",us6000a8j3,mb80434199,",43.0,0.831,0.82,67.0,-115.0341,44.2632,10.0
us6000a8i5,4.2,"11 km NW of Stanley, Idaho",2020-06-09 13:54:02.540,2020-08-24 08:15:02.319,3.6,reviewed,0,303,",us6000a8i5,mb80434154,",43.0,0.855,0.72,65.0,-115.0309,44.2927,10.0
nn00745837,4.2,"37 km SE of Mina, Nevada",2020-06-09 13:38:54.522,2021-02-12 00:24:22.342,2.2,reviewed,0,272,",nn00745837,us6000a8hs,",31.0,0.054,0.1548,47.11,-117.7726,38.1775,11.5
nc73405671,2.65,"2km E of Berkeley, CA",2020-06-09 13:32:02.500,2021-06-29 03:18:15.257,3.4,reviewed,0,270,",nc73405671,us6000a8hp,",100.0,0.003,0.07,16.0,-122.2486667,37.8695,8.96
nn00745729,2.7,"32 km SE of Mina, Nevada",2020-06-09 10:03:27.853,2020-08-18 17:59:09.040,,reviewed,0,112,",us6000a8en,nn00745729,",31.0,0.007,0.1961,46.72,-117.879,38.1659,4.6
ci39470888,3.26,"46km SW of Primo Tapia, B.C., MX",2020-06-09 06:13:18.600,2020-08-18 17:59:09.040,,reviewed,0,164,",ci39470888,us6000a8ap,",29.0,0.481,0.23,266.0,-117.2281667,31.9031667,23.71
us6000a87a,3.2,"7 km N of Stanley, Idaho",2020-06-09 01:53:17.631,2022-08-08 22:51:57.725,3.1,reviewed,0,158,",us6000a87a,mb80433899,",43.0,0.823,0.54,65.0,-114.9503,44.2889,10.0
nn00745473,2.9,"30 km S of Mina, Nevada",2020-06-08 22:57:54.785,2022-08-08 23:04:30.455,2.2,reviewed,0,130,",nn00745473,us6000a85e,",29.0,0.052,0.1484,47.66,-118.0901,38.1171,4.9
nn00745446,2.9,"28 km SSE of Mina, Nevada",2020-06-08 21:58:18.910,2020-08-18 17:59:08.040,,reviewed,0,129,",us6000a84h,nn00745446,",30.0,0.023,0.1461,53.12,-117.9838,38.1521,11.6
nn00745348,2.8,"27 km SSE of Mina, Nevada",2020-06-08 18:17:31.976,2020-08-18 17:59:07.040,,reviewed,0,121,",us6000a7yr,nn00745348,",27.0,0.021,0.1596,57.42,-118.0323,38.1465,3.4
us6000a7yn,2.6,"38 km NNW of Stanley, Idaho",2020-06-08 17:38:53.159,2020-08-18 17:59:07.040,,reviewed,0,104,",mb80433519,us6000a7yn,",43.0,0.817,0.55,64.0,-115.1809,44.5151,10.0
ok2020lfrs,2.51,"6 km N of Dover, Oklahoma",2020-06-08 15:31:40.369,2020-08-18 17:59:07.040,2.2,reviewed,0,97,",ok2020lfrs,us6000a7w4,",97.0,0.0,0.16,30.0,-97.90133333,36.03616667,6.72
nn00745257,2.6,"36 km SE of Mina, Nevada",2020-06-08 14:58:25.102,2020-08-18 17:59:06.040,,reviewed,0,104,",us6000a7vc,nn00745257,",27.0,0.056,0.1694,48.24,-117.7818,38.1791,5.1
nn00745201,2.6,"39 km SE of Mina, Nevada",2020-06-08 12:19:12.521,2020-08-18 17:59:06.040,,reviewed,0,104,",us6000a7tk,nn00745201,",27.0,0.044,0.1287,49.84,-117.7443,38.1833,9.1
nc73405026,2.89,"30km SE of Bodie, CA",2020-06-08 09:00:45.990,2020-08-18 17:59:05.040,,reviewed,0,128,",nc73405026,nn00745103,us6000a7sc,",42.0,0.263,0.08,52.0,-118.7325,38.0583333,11.89
nn00745076,3.6,"29 km SSE of Mina, Nevada",2020-06-08 08:22:49.986,2020-08-18 17:59:05.040,2.2,reviewed,0,200,",nn00745076,us6000a7s3,",30.0,0.016,0.1298,43.65,-117.9781,38.1463,10.8
ci39469960,2.5,"5km NNE of Lake Henshaw, CA",2020-06-08 07:50:13.610,2020-08-18 17:59:05.040,3.1,reviewed,0,98,",ci39469960,us6000a7ru,",101.0,0.053,0.18,20.0,-116.7513333,33.2886667,11.9
ci39469848,4.29,"14km S of Searles Valley, CA",2020-06-08 04:15:05.770,2020-08-18 17:59:04.040,4.6,reviewed,1,426,",ci39469848,at00qblah5,us6000a7qp,",46.0,0.12,0.17,70.0,-117.4175,35.6376667,3.64
nn00744974,2.9,"32 km SE of Mina, Nevada",2020-06-08 03:41:05.039,2020-08-18 17:59:04.040,,reviewed,0,129,",us6000a7qb,nn00744974,",20.0,0.046,0.1374,77.55,-117.8039,38.2248,7.2
nn00744970,2.8,"33 km SE of Mina, Nevada",2020-06-08 03:35:17.358,2020-08-18 17:59:04.040,,reviewed,0,121,",us6000a86p,nn00744970,",17.0,0.042,0.1067,89.53,-117.7968,38.2133,4.3
nn00744961,4.8,"34 km SE of Mina, Nevada",2020-06-08 03:24:05.884,2020-08-18 17:59:04.040,4.6,reviewed,0,378,",nn00744961,us6000a7py,",32.0,0.041,0.174,32.66,-117.7912,38.2059,5.2
nn00744942,2.5,"32 km SSE of Mina, Nevada",2020-06-08 02:23:05.444,2020-08-18 17:59:04.040,,reviewed,0,96,",nn00744942,us6000a7pc,",29.0,0.033,0.2199,54.3,-117.9184,38.1428,9.1
nn00744904,2.5,"36 km SE of Mina, Nevada",2020-06-08 00:39:27.118,2020-08-18 17:59:04.040,,reviewed,0,96,",us6000a7nh,nn00744904,",27.0,0.062,0.1953,47.87,-117.7908,38.1769,6.8
nn00744897,2.8,"29 km SSE of Mina, Nevada",2020-06-08 00:20:35.601,2020-08-18 17:59:04.040,,reviewed,0,121,",us6000a7n8,nn00744897,",30.0,0.036,0.1728,42.91,-118.0044,38.1418,8.4
nn00744884,2.8,"39 km SE of Mina, Nevada",2020-06-07 23:52:21.650,2020-08-18 17:59:04.040,,reviewed,0,121,",us6000a7mz,nn00744884,",36.0,0.044,0.2459,49.83,-117.7444,38.1837,9.6
nn00744870,2.5,"37 km SE of Mina, Nevada",2020-06-07 23:05:26.345,2020-08-18 17:59:03.040,,reviewed,0,96,",us6000a7mk,nn00744870,",25.0,0.031,0.151,49.16,-117.7569,38.1978,7.8
ok2020lehy,2.75,"6 km N of Ames, Oklahoma",2020-06-07 21:26:44.490,2020-08-18 17:59:03.040,2.0,reviewed,0,117,",ok2020lehy,us6000a7ll,",100.0,0.0,0.19,68.0,-98.18583333,36.30233333,7.99
nn00744819,3.2,"32 km SE of Mina, Nevada",2020-06-07 20:18:56.176,2020-08-18 17:59:03.040,2.2,reviewed,0,158,",nn00744819,us6000a7kz,",29.0,0.013,0.1291,47.83,-117.8885,38.1568,3.4
nn00744812,2.5,"28 km SSE of Mina, Nevada",2020-06-07 20:07:15.047,2020-08-18 17:59:03.040,,reviewed,0,96,",us6000a7ku,nn00744812,",22.0,0.037,0.1793,89.43,-118.0065,38.1432,5.5
ci39469304,2.59,"2km SE of Lake Henshaw, CA",2020-06-07 17:22:21.950,2020-08-18 17:59:03.040,3.8,reviewed,0,108,",ci39469304,us6000a7jq,",108.0,0.013,0.19,20.0,-116.7448333,33.2295,9.43
nn00744695,2.5,"36 km SE of Mina, Nevada",2020-06-07 13:39:22.046,2020-08-18 17:59:02.040,,reviewed,0,96,",us6000a7hv,nn00744695,",26.0,0.063,0.1482,50.58,-117.793,38.1759,5.8
nc73404456,3.4,"29km SE of Bodie, CA",2020-06-07 13:13:24.570,2020-08-18 17:59:02.040,2.0,reviewed,0,178,",nc73404456,nn00744687,us6000a7hq,",53.0,0.299,0.07,45.0,-118.7708333,38.0381667,6.77
nn00744680,2.6,"29 km SSE of Mina, Nevada",2020-06-07 12:58:04.212,2020-08-18 17:59:02.040,,reviewed,0,104,",us6000a7hn,nn00744680,",25.0,0.028,0.2508,53.82,-117.9947,38.1446,10.2
nn00744632,2.6,"30 km SE of Mina, Nevada",2020-06-07 11:10:29.156,2020-08-18 17:59:02.040,,reviewed,0,104,",nn00744632,us6000a7gw,",31.0,0.018,0.2111,48.91,-117.8778,38.1789,10.7
us6000a7gc,2.8,"11 km NE of Adrian, Texas",2020-06-07 10:35:28.645,2020-08-18 17:59:01.040,2.7,reviewed,0,121,",us6000a7gc,",43.0,0.525,0.59,103.0,-102.5894,35.359,5.0
nn00744554,3.5,"30 km SSE of Mina, Nevada",2020-06-07 09:23:25.517,2020-08-18 17:59:01.040,,reviewed,0,188,",us6000a7ft,nn00744554,",32.0,0.043,0.1344,43.58,-118.0214,38.1245,7.9
nn00744542,3.8,"39 km NW of Osino, Nevada",2020-06-07 08:56:17.368,2020-08-18 17:59:01.040,2.2,reviewed,0,223,",us6000a7fi,nn00744542,",13.0,0.347,0.1623,115.26,-115.9676,41.2028,11.1
us6000a7en,2.6,"20 km SW of Daniel, Wyoming",2020-06-07 07:04:23.951,2020-08-18 17:59:01.040,,reviewed,0,104,",us6000a7en,",43.0,0.528,0.61,96.0,-110.2764,42.7596,9.87
nn00744462,2.9,"32 km SE of Mina, Nevada",2020-06-07 06:16:57.272,2020-08-18 17:59:01.040,,reviewed,0,129,",us6000a7e8,nn00744462,",28.0,0.012,0.1437,47.88,-117.8868,38.158,3.7
nn00744458,2.5,California-Nevada border region,2020-06-07 06:12:12.860,2020-08-18 17:59:01.040,,reviewed,0,96,",us6000a7e6,nn00744458,",19.0,0.037,0.2368,64.08,-118.095,38.1444,4.5
ci39468648,3.49,"12km NNW of Coso Junction, CA",2020-06-07 03:42:04.120,2020-08-18 17:59:01.040,4.3,reviewed,0,194,",ci39468648,us6000a7cd,",58.0,0.109,0.17,60.0,-117.9843333,36.1478333,2.73
nc73404071,2.68,"14km S of Mammoth Lakes, CA",2020-06-07 02:22:55.640,2022-05-09 18:13:48.106,,reviewed,0,110,",nc73404071,nn00744325,us6000a7bw,",28.0,0.099,0.05,102.0,-118.9913333,37.5155,3.7
ci39468576,3.26,"12km E of Ocotillo Wells, CA",2020-06-07 01:50:59.320,2020-08-18 17:59:00.040,3.4,reviewed,0,166,",ci39468576,us6000a7bm,",92.0,0.119,0.21,35.0,-116.0031667,33.1616667,7.09
nn00744304,3.2,"29 km SSE of Mina, Nevada",2020-06-07 01:47:07.530,2020-08-18 17:59:00.040,2.0,reviewed,0,158,",nn00744304,us6000a7bl,",29.0,0.017,0.2126,45.05,-117.9773,38.1485,12.9
us6000a7ax,2.8,"14 km SW of Stanley, Idaho",2020-06-07 00:03:06.373,2020-08-18 17:59:00.040,,reviewed,0,121,",mb80432759,us6000a7ax,",43.0,0.747,0.64,74.0,-115.0824,44.133,10.0
us6000a78a,2.6,"14 km NW of Stanley, Idaho",2020-06-06 19:55:37.617,2020-08-18 17:58:59.040,,reviewed,0,104,",mb80432659,us6000a78a,",43.0,0.89,0.76,63.0,-115.0502,44.3254,10.0
nn00744224,2.7,"30 km SSE of Mina, Nevada",2020-06-06 19:34:36.258,2020-08-18 17:58:59.040,,reviewed,0,112,",us6000a783,nn00744224,",29.0,0.023,0.1635,47.62,-117.9353,38.1517,9.5
us6000a780,2.8,"6 km WNW of Lincoln, Montana",2020-06-06 19:11:43.221,2020-08-18 17:58:59.040,2.0,reviewed,0,121,",us6000a780,mb80432649,",43.0,0.075,1.15,125.0,-112.7563,46.9875,10.34
us6000a77b,2.7,"14 km SW of Stanley, Idaho",2020-06-06 18:17:31.485,2020-08-18 17:58:59.040,,reviewed,0,112,",mb80432624,us6000a77b,",43.0,0.751,1.03,74.0,-115.0807,44.1384,10.0
us6000a763,2.5,"29 km SE of Mina, Nevada",2020-06-06 15:24:42.075,2022-09-26 19:02:17.267,,reviewed,0,96,",nn00744116,us6000a763,",43.0,0.043,0.58,63.0,-117.8725,38.2052,10.0
nn00744115,2.5,"28 km SSE of Mina, Nevada",2020-06-06 15:24:26.500,2020-08-18 17:58:59.040,,automatic,0,96,",us6000a765,nn00744115,",22.0,0.04,0.12,80.02,-117.9345,38.1738,6.3
us6000a75y,2.8,"8 km N of Stanley, Idaho",2020-06-06 14:40:36.953,2020-08-18 17:58:59.040,,reviewed,0,121,",mb80432469,us6000a75y,",43.0,0.825,0.59,64.0,-114.947,44.2932,10.0
nn00744074,2.8,"30 km SSE of Mina, Nevada",2020-06-06 13:40:03.367,2020-08-18 17:58:58.040,,reviewed,0,121,",us6000a75q,nn00744074,",30.0,0.006,0.3528,47.23,-117.9634,38.1439,11.5
nn00744053,2.6,"28 km S of Mina, Nevada",2020-06-06 12:56:41.570,2020-08-18 17:58:58.040,,automatic,0,104,",us6000a75h,nn00744053,",30.0,0.011,0.15,93.79,-118.0668,38.1373,5.6
nc73403746,2.78,"15km NW of Laytonville, CA",2020-06-06 12:21:03.220,2021-12-20 21:42:48.455,1.0,reviewed,0,119,",nc73403746,us6000a75a,",32.0,0.088,0.18,119.0,-123.6206667,39.7698333,-0.77
nn00744033,2.6,"38 km SE of Mina, Nevada",2020-06-06 12:08:11.140,2020-08-18 17:58:57.040,,automatic,0,104,",us6000a756,nn00744033,",28.0,0.027,0.13,73.83,-117.7517,38.182,15.0
us6000a755,2.9,"21 km WNW of Stanley, Idaho",2020-06-06 12:00:20.196,2020-08-18 17:58:57.040,,reviewed,0,129,",us6000a755,",43.0,0.93,0.75,65.0,-115.1818,44.3101,10.0
nn00744019,2.5,"27 km SSE of Mina, Nevada",2020-06-06 11:20:12.330,2020-08-18 17:58:57.040,,automatic,0,96,",us6000a752,nn00744019,",27.0,0.024,0.14,103.84,-118.0253,38.1508,5.8
nn00743974,3.8,"36 km SE of Mina, Nevada",2020-06-06 10:13:04.385,2021-08-30 18:59:11.069,2.0,reviewed,0,222,",nn00743974,us6000a74a,",31.0,0.059,0.1652,45.76,-117.7984,38.1747,10.1
nn00743938,2.5,"35 km SE of Mina, Nevada",2020-06-06 09:01:08.970,2020-08-18 17:58:57.040,,automatic,0,96,",us6000a73c,nn00743938,",24.0,0.049,0.08,73.93,-117.8108,38.1702,10.4
us6000a72s,2.5,"17 km WSW of Stanley, Idaho",2020-06-06 07:49:51.447,2020-08-18 17:58:57.040,,reviewed,0,96,",mb80432384,us6000a72s,",43.0,0.774,0.5,72.0,-115.1282,44.1397,10.0
nn00743900,2.8,"27 km SSE of Mina, Nevada",2020-06-06 07:35:58.380,2020-08-18 17:58:56.040,,reviewed,0,121,",us6000a72l,nn00743900,",27.0,0.019,0.1456,54.36,-118.0311,38.1505,3.1
us6000a724,2.6,"5 km NW of New River, Arizona",2020-06-06 06:31:49.614,2020-08-18 17:58:56.040,3.4,reviewed,0,109,",us6000a724,",43.0,0.696,0.82,85.0,-112.1675,33.9537,5.0
ci39467768,2.71,"22km SW of Ocotillo Wells, CA",2020-06-06 05:44:33.720,2020-08-18 17:58:56.040,1.0,reviewed,0,113,",us6000a71q,ci39467768,",103.0,0.049,0.2,26.0,-116.3055,33.0035,4.4
nn00743844,3.5,"29 km SSE of Mina, Nevada",2020-06-06 05:41:19.645,2020-08-18 17:58:56.040,2.2,reviewed,0,189,",nn00743844,us6000a71n,",32.0,0.016,0.141,43.85,-117.9731,38.1505,10.2
nn00743758,4.1,"36 km SE of Mina, Nevada",2020-06-06 02:28:14.899,2021-02-18 23:10:26.911,3.4,reviewed,0,260,",nn00743758,us6000a6zl,",22.0,0.056,0.1673,47.81,-117.8007,38.1678,8.9
us6000a6ze,2.5,"14 km NW of Stanley, Idaho",2020-06-06 01:58:00.759,2020-08-18 17:58:55.040,,reviewed,0,96,",mb80432279,us6000a6ze,",43.0,0.887,0.92,64.0,-115.0544,44.32,10.0
uu60393452,2.81,"16 km SSW of Mammoth, Wyoming",2020-06-06 01:19:02.590,2020-08-18 17:58:55.040,,reviewed,0,121,",us6000a6yv,uu60393452,",36.0,0.059,0.17,38.0,-110.7815,44.8413333,10.77
us6000a6xz,2.6,"17 km NW of Midland, Texas",2020-06-06 00:16:27.031,2020-08-18 17:58:55.040,2.7,reviewed,0,105,",us6000a6xz,",43.0,0.126,0.78,36.0,-102.1941,32.1174,5.0
us6000a6xp,2.6,"52 km WNW of Toyah, Texas",2020-06-05 23:49:38.307,2020-08-18 17:58:55.040,,reviewed,0,104,",us6000a6xp,",43.0,0.213,0.83,60.0,-104.2681,31.5622,5.0
nc73403421,3.16,"6km E of Interlaken, CA",2020-06-05 23:09:19.630,2021-06-11 14:49:02.336,3.4,reviewed,0,216,",nc73403421,us6000a6xa,",100.0,0.015,0.15,50.0,-121.671,36.9438333,6.53
us6000a6wx,2.5,"23 km WNW of Stanley, Idaho",2020-06-05 22:35:37.100,2020-08-18 17:58:55.040,,reviewed,0,96,",mb80432214,us6000a6wx,",43.0,0.944,1.28,64.0,-115.204,44.3155,10.0
nn00743672,2.8,"36 km SE of Mina, Nevada",2020-06-05 22:30:11.542,2020-08-18 17:58:55.040,,reviewed,0,121,",us6000a6wv,nn00743672,",26.0,0.062,0.1295,48.01,-117.7879,38.1754,5.4
ci39467392,2.71,"12km NNW of Coso Junction, CA",2020-06-05 22:20:02.690,2021-08-13 20:56:12.950,,reviewed,0,113,",ci39467392,us6000a6ws,",38.0,0.109,0.15,70.0,-117.9828333,36.1513333,2.67
nc73403261,2.5,"6km WNW of The Geysers, CA",2020-06-05 20:35:44.170,2020-08-18 17:58:54.040,0.0,reviewed,0,96,",nc73403261,us6000a6ux,",61.0,0.007,0.06,37.0,-122.8245,38.8028333,2.11
nn00743624,2.6,"31 km SE of Mina, Nevada",2020-06-05 19:31:47.778,2020-08-18 17:58:54.040,,reviewed,0,104,",us6000a6su,nn00743624,",27.0,0.019,0.1343,47.88,-117.896,38.1576,5.1
us6000a6ri,3.8,"34 km NNW of Stanley, Idaho",2020-06-05 18:36:43.505,2020-08-24 07:58:14.222,2.7,reviewed,0,226,",us6000a6ri,mb80432064,",43.0,0.846,0.59,34.0,-115.1675,44.4838,13.3
nn00743563,3.3,"29 km S of Mina, Nevada",2020-06-05 17:48:03.862,2020-08-18 17:58:54.040,,reviewed,0,168,",us6000a6qc,nn00743563,",33.0,0.048,0.1698,44.23,-118.0951,38.1255,2.3
nn00743528,3.5,"38 km SE of Mina, Nevada",2020-06-05 16:39:07.227,2020-08-18 17:58:53.040,,reviewed,0,188,",us6000a6nh,nn00743528,",26.0,0.052,0.1196,47.2,-117.7625,38.1774,3.3
nn00743513,2.8,California-Nevada border region,2020-06-05 15:56:02.691,2020-08-18 17:58:53.040,,reviewed,0,121,",us6000a6md,nn00743513,",29.0,0.051,0.1523,57.58,-118.0939,38.1213,6.4
nn00743480,2.6,"32 km SE of Mina, Nevada",2020-06-05 14:55:37.081,2020-08-18 17:58:53.040,,reviewed,0,104,",us6000a6k5,nn00743480,",29.0,0.008,0.1097,48.42,-117.8739,38.1694,4.7
us6000a6r6,2.5,"11 km NW of Stanley, Idaho",2020-06-05 14:12:25.689,2020-08-18 17:58:53.040,,reviewed,0,96,",mb80431994,us6000a6r6,",43.0,0.859,1.3,65.0,-115.0256,44.2997,10.0
nn00743421,2.7,"27 km S of Mina, Nevada",2020-06-05 13:13:11.495,2020-08-18 17:58:53.040,,reviewed,0,112,",us6000a6i4,nn00743421,",29.0,0.024,0.1294,55.67,-118.0745,38.1444,2.3
ci39466504,2.5,"12km NNW of Coso Junction, CA",2020-06-05 11:07:58.590,2020-08-18 17:58:52.040,,reviewed,0,96,",ci39466504,us6000a6fu,",43.0,0.111,0.14,70.0,-117.9873333,36.1458333,2.28
us6000a6ka,2.6,"26 km NW of Stanley, Idaho",2020-06-05 06:19:57.184,2020-08-18 17:58:52.040,,reviewed,0,104,",mb80431874,us6000a6ka,",43.0,0.925,1.0,90.0,-115.2029,44.3575,10.0
us6000a6kr,2.5,"27 km NW of Stanley, Idaho",2020-06-05 05:15:44.080,2020-08-18 17:58:52.040,,reviewed,0,96,",mb80431834,us6000a6kr,",43.0,0.911,0.96,54.0,-115.208,44.372,10.0
us6000a6b3,3.2,western Texas,2020-06-05 02:41:39.504,2020-08-18 17:58:52.040,2.7,reviewed,0,158,",us6000a6b3,",43.0,0.12,0.32,62.0,-103.6267,31.0118,5.0
us6000a69e,2.7,"8 km WSW of Woodbine, Kansas",2020-06-05 01:05:45.795,2020-08-18 17:58:51.040,3.1,reviewed,0,114,",us6000a69e,",43.0,0.476,0.69,115.0,-97.0537,38.7733,5.0
nc73402681,2.63,"23km NW of Alder Springs, CA",2020-06-04 19:23:16.350,2020-08-18 17:58:51.040,,reviewed,0,106,",nc73402681,us6000a632,",36.0,0.186,0.1,49.0,-122.9146667,39.8028333,10.08
us6000a626,2.9,"12 km NNE of Stanley, Idaho",2020-06-04 18:23:09.050,2020-08-18 17:58:51.040,,reviewed,0,129,",mb80431489,us6000a626,",43.0,0.826,0.55,62.0,-114.8802,44.3173,10.0
